repository_name,repository_url,file_path,line_number,code_snippet,explanation
socrob/mbot_natural_language_processing,https://github.com/socrob/mbot_natural_language_processing,mbot_nlu_training/common/src/mbot_nlu_training/gpsr/slots_NN/train_nn_model.py,466,if os.environ.get('CUDA_VISIBLE_DEVICES') is None:,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
socrob/mbot_natural_language_processing,https://github.com/socrob/mbot_natural_language_processing,mbot_nlu_training/common/src/mbot_nlu_training/gpsr/slots_NN/train_nn_model.py,469,os.environ['CUDA_VISIBLE_DEVICES'] = gpu_to_use,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
allansp84/shape-from-shading-for-face-pad,https://github.com/allansp84/shape-from-shading-for-face-pad,antispoofing/sfsnet/classification/cnn7.py,116,"os.environ[""CUDA_VISIBLE_DEVICES""] = self.device_number",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
easybuilders/easybuild-easyblocks,https://github.com/easybuilders/easybuild-easyblocks,easybuild/easyblocks/t/tensorflow.py,1051,elif os.environ.get('CUDA_VISIBLE_DEVICES') == '-1':,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
germain-hug/Deep-RL-Keras,https://github.com/germain-hug/Deep-RL-Keras,main.py,60,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chenpf1025/noisy_label_understanding_utilizing,https://github.com/chenpf1025/noisy_label_understanding_utilizing,INCV.py,17,os.environ['CUDA_VISIBLE_DEVICES']=str(args.gpu_id),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ANRAR4/AutoBTD6,https://github.com/ANRAR4/AutoBTD6,ocr.py,3,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wildsky95/ZT-PFR,https://github.com/wildsky95/ZT-PFR,SAC.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CLaraRR/autoencoder_practice,https://github.com/CLaraRR/autoencoder_practice,dae.py,12,"os.environ['CUDA_VISIBLE_DEVICES'] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lok419/Reinforcement_learning_on_portfolio_selection,https://github.com/lok419/Reinforcement_learning_on_portfolio_selection,DPG.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""] = '1' #use GPU with ID 4",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MachineLP/train_arch,https://github.com/MachineLP/train_arch,train_cnn_multilabel/main.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chentingpc/NNCF,https://github.com/chentingpc/NNCF,main.py,35,os.environ['CUDA_VISIBLE_DEVICES'] = args_config.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tambetm/gymexperiments,https://github.com/tambetm/gymexperiments,a2c.py,235,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nishiwen1214/GLUE-bert4keras,https://github.com/nishiwen1214/GLUE-bert4keras,RTE.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yuzhimanhua/MetaCat,https://github.com/yuzhimanhua/MetaCat,main.py,17,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
alvinbhou/Plants-Identification,https://github.com/alvinbhou/Plants-Identification,bot.py,4,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MachineLP/train_cnn_GANs,https://github.com/MachineLP/train_cnn_GANs,main.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhpmatrix/tianchi-ruijin,https://github.com/zhpmatrix/tianchi-ruijin,utils.py,13,os.environ['CUDA_VISIBLE_DEVICES'] = str(gpu_num),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
laviavigdor/twitter-sentiment-analysis,https://github.com/laviavigdor/twitter-sentiment-analysis,predict.py,12,"os.environ['CUDA_VISIBLE_DEVICES'] = '0'  # str(random.randint(0, 15))",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
peteryuX/esrgan-tf2,https://github.com/peteryuX/esrgan-tf2,train_psnr.py,20,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
FMsunyh/keras-yolo,https://github.com/FMsunyh/keras-yolo,core/tools/train_yolo.py,35,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BNN-UPC/DRL-ES-OTN,https://github.com/BNN-UPC/DRL-ES-OTN,train_PPO_agent.py,22,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Larry955/HAN,https://github.com/Larry955/HAN,han_multi_clf.py,64,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2,3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kocurvik/deep_vp,https://github.com/kocurvik/deep_vp,train_reg.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kupuSs/DIEN-pipline,https://github.com/kupuSs/DIEN-pipline,run/run.py,142,"os.environ[""CUDA_VISIBLE_DEVICES""] = FLAGS.gpu_devices",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yolo2233/cross-modal-hasing-playground,https://github.com/yolo2233/cross-modal-hasing-playground,corr_ae/flickr.py,18,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
NevarMovin/MT-CSI,https://github.com/NevarMovin/MT-CSI,MT-CsiNet/Fine-tuning-outdoor.py,14,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cadia-lvl/punctuation-prediction,https://github.com/cadia-lvl/punctuation-prediction,punctuation_package/punctuator/models.py,3,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
eastonYi/Unsupervised-ASR,https://github.com/eastonYi/Unsupervised-ASR,main_CIF.py,239,"os.environ[""CUDA_VISIBLE_DEVICES""] = param.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Pomiculture/YOLOv4-Vitis-AI,https://github.com/Pomiculture/YOLOv4-Vitis-AI,external_tools/keras-YOLOv3-model-set/common/backbones/imagenet_training/train_imagenet.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tencent-quantum-lab/tensorcircuit,https://github.com/tencent-quantum-lab/tensorcircuit,benchmarks/scripts/qml_pennylane.py,31,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
daniel-cheng/CALFIN,https://github.com/daniel-cheng/CALFIN,training/train_cfm_v12_448_deeplabv3-xception_patched-512-32.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
GitBoSun/AdvDefense_CSC,https://github.com/GitBoSun/AdvDefense_CSC,dae/imagenet_64_dae.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
1148330040/TensorFlow-Torch,https://github.com/1148330040/TensorFlow-Torch,information_extraction/duee/relation_ext_duee.py,23,"os.environ[""CUDA_VISIBLE_DEVICES""]=""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WeiyuCheng/FIA-KDD-19,https://github.com/WeiyuCheng/FIA-KDD-19,src/influence/genericNeuralNet.py,108,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bubbliiiing/RFB-keras,https://github.com/bubbliiiing/RFB-keras,train.py,206,"os.environ[""CUDA_VISIBLE_DEVICES""]  = ','.join(str(x) for x in train_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhongerqiandan/pretrained-unilm-Chinese,https://github.com/zhongerqiandan/pretrained-unilm-Chinese,task/task_seq2seq_autotitle_csl.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
sustainable-computing/ObscureNet,https://github.com/sustainable-computing/ObscureNet,1_General VAE/SingleVAE_Mobi_Gender.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1"";",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tensorcircuit/tensorcircuit-ng,https://github.com/tensorcircuit/tensorcircuit-ng,benchmarks/scripts/qml_pennylane.py,31,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZFTurbo/classification_models_3D,https://github.com/ZFTurbo/classification_models_3D,tst_keras_jax.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = f""{gpu_use}""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CLUEbenchmark/FewCLUE,https://github.com/CLUEbenchmark/FewCLUE,baselines/models_keras/ptuning_origin/ptuning_sentiment.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SebiSebi/AI2-Reasoning-Challenge-ARC,https://github.com/SebiSebi/AI2-Reasoning-Challenge-ARC,qa/keras_custom_layers.py,302,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wineslab/deepbeam,https://github.com/wineslab/deepbeam,keras_code/DeepBeamAoaMixed.py,38,"os.environ[""CUDA_VISIBLE_DEVICES""] = self.args.id_gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lav-kush/MotionRec,https://github.com/lav-kush/MotionRec,keras_retinanet/bin/convert_model.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lav-kush/MotionRec,https://github.com/lav-kush/MotionRec,keras_retinanet/bin/convert_model.py,44,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mdciri/3D-augmentation-techniques,https://github.com/mdciri/3D-augmentation-techniques,unet3D.py,9,"os.environ[""CUDA_VISIBLE_DEVICES""]=""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Zuber-group/CryoVesNet,https://github.com/Zuber-group/CryoVesNet,notebooks/training.py,7,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhanganguo/Multi-YOLOv3,https://github.com/zhanganguo/Multi-YOLOv3,train_YOLOv3_SingleGPU.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nageshsinghc4/Recreating-Fingerprints-using-Convolutional-Autoencoders,https://github.com/nageshsinghc4/Recreating-Fingerprints-using-Convolutional-Autoencoders,fingerprintRecog.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""]=""1"" #model will be trained on GPU 1",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mit-caml/multitask-patients,https://github.com/mit-caml/multitask-patients,generate_clusters.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""]=""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
KibromBerihu/ai4elife,https://github.com/KibromBerihu/ai4elife,src/run/trainer.py,57,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cedar33/bert_offline,https://github.com/cedar33/bert_offline,text_classify.py,45,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
theavicaster/featurehallucination-cgan,https://github.com/theavicaster/featurehallucination-cgan,IndianPines/2N/Concatenated/TrainTestExperiments/25-75/twostream.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
prajwalsingh/EEG2Image,https://github.com/prajwalsingh/EEG2Image,lstm_kmean/inference.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""]= '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Neurology-AI-Program/Brain_age_prediction,https://github.com/Neurology-AI-Program/Brain_age_prediction,regression_train.py,31,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
GlassyWing/bi-lstm-crf,https://github.com/GlassyWing/bi-lstm-crf,train_example.py,27,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
809052835/ODIR,https://github.com/809052835/ODIR,train/train_main_bv.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MTG/carnatic-separation-ismir23,https://github.com/MTG/carnatic-separation-ismir23,train.py,239,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(args.gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MTG/carnatic-separation-ismir23,https://github.com/MTG/carnatic-separation-ismir23,train.py,241,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bubbliiiing/yolox-keras,https://github.com/bubbliiiing/yolox-keras,train.py,215,"os.environ[""CUDA_VISIBLE_DEVICES""]  = ','.join(str(x) for x in train_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ylshaooo/keras-zero-shot-detection,https://github.com/ylshaooo/keras-zero-shot-detection,train.py,174,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
inspire-group/ModelPoisoning,https://github.com/inspire-group/ModelPoisoning,malicious_agent.py,484,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(gpu_id)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Jinjiarui/STARec,https://github.com/Jinjiarui/STARec,algo_tf/BackModels.py,179,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZiyaoGeng/RecLearn,https://github.com/ZiyaoGeng/RecLearn,example/r_deep_crossing_demo.py,19,os.environ['CUDA_VISIBLE_DEVICES'] = '6',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AstarLight/Satellite-Segmentation,https://github.com/AstarLight/Satellite-Segmentation,unet/unet_train.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""4""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/deprecated_keras_h5/mea_column_model_training_customnormform_json.py,23,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TachibanaYoshino/Remote-sensing-image-semantic-segmentation,https://github.com/TachibanaYoshino/Remote-sensing-image-semantic-segmentation,train6_3.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlexanderLutsenko/nobuco,https://github.com/AlexanderLutsenko/nobuco,examples/split.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Poirazi-Lab/dendritic_anns,https://github.com/Poirazi-Lab/dendritic_anns,codes_/weight_analysis.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
scrssys/semantic_segment_RSImage,https://github.com/scrssys/semantic_segment_RSImage,train/train_binary_jaccard.py,34,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""4""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LinkedInLearning/deep-learning-image-recognition-3808126,https://github.com/LinkedInLearning/deep-learning-image-recognition-3808126,src/03_07_solution.py,18,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ihooni/XOR-Mixup,https://github.com/ihooni/XOR-Mixup,average_XOR_main.py,13,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JiangBioLab/DLpTCR,https://github.com/JiangBioLab/DLpTCR,code/fold/RESNET_A_fold_pca.py,39,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""  # 这一行注释掉就是使用cpu，不注释就是使用gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BoXiao123/deep-learning-practice,https://github.com/BoXiao123/deep-learning-practice,keras_yolo/models.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BNN-UPC/RouteNet-Erlang,https://github.com/BNN-UPC/RouteNet-Erlang,TrafficModels/Jitter/autocorrelated/main.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
iiau-tracker/SPLT,https://github.com/iiau-tracker/SPLT,SPLT_tracker_new.py,20,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhenngbolun/S-Net,https://github.com/zhenngbolun/S-Net,code/train.py,620,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zichuan-liu/SIGSPATIAL-2021-GISCUP-4th-Solution,https://github.com/zichuan-liu/SIGSPATIAL-2021-GISCUP-4th-Solution,DIDI_keras_code_1222/simp_nn2.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0, 1,2,3'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
1148330040/TensorFlow-Torch,https://github.com/1148330040/TensorFlow-Torch,knowledge_distillation/kd-pkd/bert2tiny2.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
RU-System-Software-and-Security/CovTesting,https://github.com/RU-System-Software-and-Security/CovTesting,Correlation/coverage.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lianggyu/C3D-Action-Recognition,https://github.com/lianggyu/C3D-Action-Recognition,train_c3d.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
l3p-cv/lost_yolov3_tf2,https://github.com/l3p-cv/lost_yolov3_tf2,train.py,12,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SCU-ChenYue/Semantic_segmentation_of_remote_sensing_images,https://github.com/SCU-ChenYue/Semantic_segmentation_of_remote_sensing_images,unet/unet_train.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bayer-science-for-a-better-life/contrastive-reconstruction,https://github.com/bayer-science-for-a-better-life/contrastive-reconstruction,train.py,93,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
dtuzi123/OVAE,https://github.com/dtuzi123/OVAE,OCM_ExpandClear_CrossDomain.py,42,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
rogeroyer/2019-CCF-BDCI-Finance-Information-Negative-Judgment,https://github.com/rogeroyer/2019-CCF-BDCI-Finance-Information-Negative-Judgment,Entity_Model/model_zy/zy_robertawmmext.py,35,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""   #指定gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DaoD/ScriptWriter,https://github.com/DaoD/ScriptWriter,ScriptWriter-CPre.py,10,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DaoD/ScriptWriter,https://github.com/DaoD/ScriptWriter,ScriptWriter-CPre.py,567,"os.environ['CUDA_VISIBLE_DEVICES'] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ADALabUCSD/cerebro-system,https://github.com/ADALabUCSD/cerebro-system,cerebro/tune/base.py,452,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CLUEbenchmark/FewCLUE,https://github.com/CLUEbenchmark/FewCLUE,baselines/models_keras/ptuning/ptuning_iflytek_gpt.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
jongpillee/ismir2018-artist,https://github.com/jongpillee/ismir2018-artist,run_gtzan_dnn.py,35,os.environ['CUDA_VISIBLE_DEVICES'] = '7',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
scrssys/semantic_segment_RSImage,https://github.com/scrssys/semantic_segment_RSImage,train/train_binary_jaccard_2.py,35,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fudanxu/FUSAR-Map,https://github.com/fudanxu/FUSAR-Map,Model/FUSAR-Map/Unet_whole.py,14,os.environ['CUDA_VISIBLE_DEVICES'] = '3',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
